ZNF75A	222,187,69

ZNF75D	45,64,104

ZNF76	89,219,219

ZNF764	200,234,13

ZNF765	172,140,254

ZNF766	238,79,55

ZNF768	89,221,207

ZNF77	33,44,74

ZNF770	108,220,107

ZNF774	86,233,95

ZNF776	74,24,158

ZNF777	114,153,195

ZNF778	145,74,232

ZNF780A	40,8,185

ZNF781	163,124,163

ZNF782	203,42,131

ZNF783	101,47,86

ZNF784	205,125,7

ZNF785	12,126,10

ZNF786	193,132,156

ZNF789	113,221,18

ZNF79	206,62,13

ZNF790	117,90,57

ZNF791	86,68,114

ZNF792	96,10,189

ZNF793	82,159,171

ZNF799	52,121,26

ZNF8	182,120,84

ZNF805	130,195,45

ZNF808	245,224,238

ZNF81	156,41,41

ZNF816	25,104,159

ZNF823	192,236,56

ZNF83	224,112,56

ZNF830	228,126,194

ZNF837	181,61,194

ZNF84	131,155,58

ZNF843	44,85,154

ZNF846	173,71,11

ZNF85	157,231,208

ZNF860	249,2,188

ZNF879	136,179,55

ZNF880	157,204,36

ZNF891	49,175,185

ZNF90	124,1,158

ZNF92	112,224,168

ZNF93	16,238,1

ZSCAN16	242,81,150

ZSCAN18	44,105,243

ZSCAN2	111,62,1

ZSCAN21	247,64,47

ZSCAN22	159,35,51

ZSCAN23	76,86,112

ZSCAN26	145,204,16

ZSCAN29	202,33,4

ZSCAN30	122,219,229

ZSCAN31	202,91,177

ZSCAN4	71,56,63

ZSCAN5A	118,205,67

ZSCAN5B	92,155,157

ZSCAN5C	56,108,80

ZSCAN5D	27,71,61

ZSCAN9	157,60,80

ZXDB	153,136,66

ZXDC	122,191,150

ZZZ3	196,140,28
